id,name,mw,sf
HMDB32663,Acoramone,224.104859,C12H16O4
HMDB36203,2-Ethoxy-4-(4-methyl-13-dioxolan-2-yl)phenol,224.104859,C12H16O4
HMDB40629,Isoacoramone,224.104859,C12H16O4
HMDB40890,3'4'5'-Trimethoxycinnamyl alcohol,224.104859,C12H16O4
HMDB30254,3-(345-Trimethoxyphenyl)propanoic acid,240.0997736,C12H16O5
HMDB38627,Ethyl 345-trimethoxybenzoate,240.0997736,C12H16O5
HMDB41756,Isopropyl 3-(34-dihydroxyphenyl)-2-hydroxypropanoate,240.0997736,C12H16O5
HMDB61112,3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid,240.0997736,C12H16O5
HMDB29943,Arbutin,272.0896029,C12H16O7
HMDB35589,Phlorin,288.0845175,C12H16O8
HMDB38341,Glucosylisomaltol,288.0845175,C12H16O8
HMDB59977,4-Hydroxy-5-(dihydroxyphenyl)-valeric acid-O-methyl-O-sulphate,336.0515028,C12H16O9S
HMDB60504,S-(12-Dichlorovinyl)glutathione,401.0215114,C12H17Cl2N3O6S
HMDB33758,L-Agaritine,267.121906,C12H17N3O4
HMDB61009,4-amino-MX,267.121906,C12H17N3O4
HMDB15536,Imipenem,299.0939767,C12H17N3O4S
HMDB02666,Thiamine monophosphate,344.0708123,C12H17N4O4PS
HMDB00235,Thiamine,265.1123069,C12H17N4OS
HMDB01961,17-Dimethylguanosine,311.1229687,C12H17N5O5
HMDB04824,N2N2-Dimethylguanosine,311.1229687,C12H17N5O5
HMDB15519,Phendimetrazine,191.1310142,C12H17NO
HMDB32635,NN-Diethylbenzeneacetamide,191.1310142,C12H17NO
HMDB32854,N-Acetyl-26-diethylaniline,191.1310142,C12H17NO
HMDB38486,Tetraphyllin B sulfate,367.0573165,C12H17NO10S
HMDB15319,Ciclopirox,207.1259288,C12H17NO2
HMDB29370,O-Methylcorypalline,207.1259288,C12H17NO2
HMDB37697,Isobutyl N-methylanthranilate,207.1259288,C12H17NO2
HMDB39939,Synephrine acetonide,207.1259288,C12H17NO2
HMDB40010,1-(23-Dihydro-67-dimethyl-1H-pyrrolizin-5-yl)-2-hydroxy-1-propanone,207.1259288,C12H17NO2
HMDB15168,Cerulenin,223.1208434,C12H17NO3
HMDB29914,Tetraphyllin B,287.1005019,C12H17NO7
HMDB29913,Gynocardin,303.0954165,C12H17NO8
HMDB13806,m-Cymene,162.1408506,C12H18
HMDB36759,Pregeijerene,162.1408506,C12H18
HMDB15477,Clenbuterol,276.0796186,C12H18Cl2N2O
HMDB60342,2-(S-Glutathionyl)acetyl chloride,383.0553983,C12H18ClN3O7S
HMDB60505,S-(2-Chloroacetyl)glutathione,383.0553983,C12H18ClN3O7S
HMDB41445,Agrocybenine,206.1419132,C12H18N2O
HMDB60656,Monoethylglycinexylidide,206.1419132,C12H18N2O
HMDB60678,3-Hydroxymonoethylglycinexylidide,222.1368278,C12H18N2O2
HMDB15285,Thiamylal,254.1088985,C12H18N2O2S
HMDB14562,Secobarbital,238.1317425,C12H18N2O3
HMDB15256,Tolbutamide,270.1038131,C12H18N2O3S
HMDB14356,Midodrine,254.1266571,C12H18N2O4
HMDB29390,L-Furosine,254.1266571,C12H18N2O4
HMDB29443,L-Pyridosine,254.1266571,C12H18N2O4
HMDB33143,Pyrraline,254.1266571,C12H18N2O4
HMDB37817,Aldosine,254.1266571,C12H18N2O4
HMDB06408,4-Hydroxy tolbutamide,286.0987278,C12H18N2O4S
HMDB29428,Hypoglycin B,270.1215717,C12H18N2O5
HMDB29404,(S)-a-Amino-25-dihydro-5-oxo-4-isoxazolepropanoic acid N2-glucoside,334.1012302,C12H18N2O9
HMDB29559,(4-Hydroxybenzoyl)choline,224.1286684,C12H18NO3
HMDB14956,Propofol,178.1357652,C12H18O
HMDB31194,Tricycloekasantal,178.1357652,C12H18O
HMDB31568,4-Methyl-1-phenyl-2-pentanol,178.1357652,C12H18O
HMDB31731,3-Methyl-1-phenyl-3-pentanol,178.1357652,C12H18O
HMDB32579,25-Diisopropylphenol,178.1357652,C12H18O
HMDB35055,11-Methyl-7-oxatetracyclo[6.3.1.016.0411]dodecane,178.1357652,C12H18O
HMDB36681,7-Isopropyl-5-methylbicyclo[2.2.2]oct-5-en-2-one,178.1357652,C12H18O
HMDB37272,2-Ethoxy-1-methyl-4-(1-methylethyl)benzene,178.1357652,C12H18O
HMDB38107,Quinceoxepine,178.1357652,C12H18O
HMDB38194,Geijerone,178.1357652,C12H18O
HMDB41096,Lepidimoic acid,322.0899968,C12H18O10
HMDB39721,4-O-alpha-D-Galactopyranuronosyl-D-galacturonic acid,370.0747407,C12H18O13
HMDB14018,4-Hydroxypropofol,194.1306798,C12H18O2
HMDB31840,(SZ)-Lyratol acetate,194.1306798,C12H18O2
HMDB32567,Hexylresorcinol,194.1306798,C12H18O2
HMDB34450,Neocnidilide,194.1306798,C12H18O2
HMDB35126,(α)-Myrtenyl acetate,194.1306798,C12H18O2
HMDB35375,Ethyl (2E4E7Z)-Decatrienoate,194.1306798,C12H18O2
HMDB35376,Ethyl (2E4Z7Z)-Decatrienoate,194.1306798,C12H18O2
HMDB35801,(2S4R)-p-Mentha-1(7)5-dien-2-ol acetate,194.1306798,C12H18O2
HMDB37018,(S)-p-Mentha-18-dien-10-yl acetate,194.1306798,C12H18O2
HMDB37231,Perillyl acetate,194.1306798,C12H18O2
HMDB37389,(R)-2-Acetoxy-p-mentha-18-diene,194.1306798,C12H18O2
HMDB38046,Carvyl acetate,194.1306798,C12H18O2
HMDB38292,Menthadienyl acetate,194.1306798,C12H18O2
HMDB39685,8-Ocimenyl acetate,194.1306798,C12H18O2
HMDB40439,1-(2-Furanyl)-1-octanone,194.1306798,C12H18O2
HMDB41497,(S)-Neolyratyl acetate,194.1306798,C12H18O2
HMDB41610,(22-Diethoxyethyl)benzene,194.1306798,C12H18O2
HMDB37158,3-[(2-Methyl-3-furanyl)thio]-4-heptanone,226.1027505,C12H18O2S
HMDB32797,Jasmonic acid,210.1255944,C12H18O3
HMDB32871,Sedanonic acid,210.1255944,C12H18O3
HMDB33102,Dihydro-3-(2-octenyl)-25-furandione,210.1255944,C12H18O3
HMDB37104,(R)-8-Acetoxycarvotanacetone,210.1255944,C12H18O3
HMDB37135,1-Benzyloxy-1-(2-methoxyethoxy)ethane,210.1255944,C12H18O3
HMDB37642,4-(Butoxymethyl)-2-methoxyphenol,210.1255944,C12H18O3
HMDB37735,Isoamyl 2-furonpropionate,210.1255944,C12H18O3
HMDB37816,Dihydro-3-(1-octenyl)-25-furandione,210.1255944,C12H18O3
HMDB41573,3-Ethenyl-25-dimethyl-4-oxohex-5-en-2-yl acetate,210.1255944,C12H18O3
HMDB40705,Allixin,226.1205091,C12H18O4
HMDB59729,34-Methylenesebacic acid,226.1205091,C12H18O4
HMDB31779,Isoprothiolane,290.0646504,C12H18O4S2
HMDB32527,11'-(Tetrahydro-6a-hydroxy-23a5-trimethylfuro[23-d]-13-dioxole-25-diyl)bis-ethanone,258.1103383,C12H18O6
HMDB31304,Osmundalin,290.1001676,C12H18O8
HMDB32992,Furaneol 4-glucoside,290.1001676,C12H18O8
HMDB29891,Starch acetate,306.0950822,C12H18O9
HMDB60506,S-(22-Dichloro-1-hydroxy)ethyl glutathione,419.0320761,C12H19Cl2N3O7S
HMDB42056,Tulobuterol,263.0843696,C12H19Cl2NO
HMDB31554,Sucralose,396.0145507,C12H19Cl3O8
HMDB15472,Neostigmine,223.1446529,C12H19N2O2
HMDB15299,Procarbazine,221.1528122,C12H19N3O
HMDB02171,Glycylprolylhydroxyproline,285.1324707,C12H19N3O5
HMDB37839,N-(1-Deoxy-1-fructosyl)histidine,317.1223,C12H19N3O7
HMDB60507,S-(Formylmethyl)glutathione,349.0943707,C12H19N3O7S
HMDB11610,5-Taurinomethyl-2-thiouridine,397.061356,C12H19N3O8S2
HMDB01372,Thiamine pyrophosphate,425.0449677,C12H19N4O7P2S
HMDB32210,N-Cyclopropyl-trans-2-cis-6-nonadienamide,193.1466642,C12H19NO
HMDB32421,2-(4-Methyl-5-thiazolyl)ethyl hexanoate,241.1136495,C12H19NO2S
HMDB15009,Terbutaline,225.1364935,C12H19NO3
HMDB13129,Glutaconylcarnitine,273.1212373,C12H19NO6
HMDB15407,Pirbuterol,240.1473925,C12H20N2O3
HMDB14632,Sotalol,272.1194632,C12H20N2O3S
HMDB60562,Captopril-cysteine disulfide,336.0813631,C12H20N2O5S2
HMDB33909,2'-Deoxymugineic acid,304.127051,C12H20N2O7
HMDB34894,2-(1234-Tetrahydroxybutyl)-6-(234-trihydroxybutyl)pyrazine,304.127051,C12H20N2O7
HMDB38696,Deoxyfructosazine,304.127051,C12H20N2O7
HMDB33555,Isomugineic acid,320.1219656,C12H20N2O8
HMDB35284,D-Fructosazine,320.1219656,C12H20N2O8
HMDB33927,3-Hydroxymugineic acid,336.1168802,C12H20N2O9
HMDB40005,235-Trimethyl-6-[4-(methylthio)butyl]pyrazine,224.1347193,C12H20N2S
HMDB60479,Glutathione episulfonium ion,334.1072811,C12H20N3O6S
HMDB01512,Thiamine triphosphate,505.0112981,C12H20N4O10P3S
HMDB28888,Histidinyl-Isoleucine,268.1535405,C12H20N4O3
HMDB28889,Histidinyl-Leucine,268.1535405,C12H20N4O3
HMDB28909,Isoleucyl-Histidine,268.1535405,C12H20N4O3
HMDB28931,Leucyl-Histidine,268.1535405,C12H20N4O3
HMDB14698,Zanamivir,332.133199,C12H20N4O7
HMDB32766,N2-(2-Carboxymethyl-2-hydroxysuccinoyl)arginine,348.1281136,C12H20N4O8
HMDB31181,Homodihydrojasmone,180.1514153,C12H20O
HMDB32531,2-trans-6-cis-Dodecadienal,180.1514153,C12H20O
HMDB38108,cis-Quinceoxepane,180.1514153,C12H20O
HMDB39339,Tricycloekasantalol,180.1514153,C12H20O
HMDB39590,(2E4E)-24-Dodecadienal,180.1514153,C12H20O
HMDB01030,3'-Ketolactose,340.1005615,C12H20O11
HMDB29917,2-O-(4-O-Methyl-a-D-glucopyranuronosyl)-D-xylose,340.1005615,C12H20O11
HMDB39725,4-O-(4-O-Methyl-alpha-D-glucopyranuronosyl)-L-arabinose,340.1005615,C12H20O11
HMDB39888,3-O-(4-O-Methyl-a-D-glucopyranuronosyl)-L-arabinose,340.1005615,C12H20O11
HMDB39889,4-O-beta-D-Glucopyranuronosyl-L-fucose,340.1005615,C12H20O11
HMDB40159,2-O-a-D-Galactopyranuronosyl-L-rhamnose,340.1005615,C12H20O11
HMDB29938,Acaciabiuronic acid,356.0954761,C12H20O12
HMDB39722,2-O-beta-D-Glucopyranuronosyl-D-mannose,356.0954761,C12H20O12
HMDB39724,4-O-alpha-D-Glucopyranuronosyl-D-galactose,356.0954761,C12H20O12
HMDB39726,3-O-beta-D-Galactopyranuronosyl-D-galactose,356.0954761,C12H20O12
HMDB29940,Alginic acid,418.0429991,C12H20O12P2
HMDB30867,Dihydro-5-(2-octenyl)-2(3H)-furanone,196.1463299,C12H20O2
HMDB30945,Methyl 2-undecynoate,196.1463299,C12H20O2
HMDB31030,6-Heptyl-56-dihydro-2H-pyran-2-one,196.1463299,C12H20O2
HMDB31692,cis-3-Hexenyl trans-4-hexenoate,196.1463299,C12H20O2
HMDB32051,alpha-Terpineol acetate,196.1463299,C12H20O2
HMDB32193,alpha-Campholene acetate,196.1463299,C12H20O2
HMDB32331,(Z)-4-Hydroxy-6-dodecenoic acid lactone,196.1463299,C12H20O2
HMDB32901,Yuzu lactone,196.1463299,C12H20O2
HMDB34903,(3R3aR7aS)-3-Butylhexahydro-1(3H)-isobenzofuranone,196.1463299,C12H20O2
HMDB35157,Geranyl acetate,196.1463299,C12H20O2
HMDB36048,Artemisia alcohol acetate,196.1463299,C12H20O2
HMDB36599,Ethyl 2Z4E-decadienoic acid,196.1463299,C12H20O2
HMDB37301,p-Menth-1-en-9-ol acetate,196.1463299,C12H20O2
HMDB38270,cis-3-Hexenyl cis-3-hexenoate,196.1463299,C12H20O2
HMDB38280,cis-3-Hexenyl trans-2-hexenoate,196.1463299,C12H20O2
HMDB39522,Linalyl acetate,196.1463299,C12H20O2
HMDB40206,Allyl 3-cyclohexylpropionate,196.1463299,C12H20O2
HMDB40227,Isopulegol acetate,196.1463299,C12H20O2
HMDB40397,(-)-Bornyl acetate,196.1463299,C12H20O2
HMDB40725,Fenchyl acetate,196.1463299,C12H20O2
HMDB41469,Dihydrocarveol acetate,196.1463299,C12H20O2
HMDB41494,(S)-Santolina acetate,196.1463299,C12H20O2
HMDB37386,(S)-Menthone 8-thioacetate,228.1184006,C12H20O2S
HMDB29388,Cucurbic acid,212.1412445,C12H20O3
HMDB33601,Dihydrojasmonic acid,212.1412445,C12H20O3
HMDB35085,Vulgarole,212.1412445,C12H20O3
HMDB37326,Traumatin,212.1412445,C12H20O3
HMDB41572,3-Ethenyl-4-hydroxy-25-dimethylhex-5-en-2-yl acetate,212.1412445,C12H20O3
HMDB00933,Traumatic acid,228.1361591,C12H20O4
HMDB30994,5-Heptyltetrahydro-2-oxo-3-furancarboxylic acid,228.1361591,C12H20O4
HMDB32472,Polyethylene oxidized,244.1310738,C12H20O5
HMDB32857,Glycerol tripropanoate,260.1259884,C12H20O6
HMDB34263,Triethyl citrate,276.120903,C12H20O7
HMDB41269,Pantoyllactone glucoside,292.1158176,C12H20O8
HMDB14621,Rimantadine,179.1673997,C12H21N
HMDB15177,Memantine,179.1673997,C12H21N
HMDB32943,Diazinon,304.1010498,C12H21N2O3PS
HMDB59599,CDP-glycerol,477.0549608,C12H21N3O13P2
HMDB15325,Brinzolamide,383.0643329,C12H21N3O5S3
HMDB39423,N5-Acetyl-N2-gamma-L-glutamyl-L-ornithine,303.1430354,C12H21N3O6
HMDB39504,gamma-Glutamyl-S-methylcysteinyl-beta-alanine,335.1151061,C12H21N3O6S
HMDB00489,Aspartylglycosamine,335.1328647,C12H21N3O8
HMDB14723,Nizatidine,331.1136663,C12H21N5O2S2
HMDB15415,Oxtriphylline,283.1644396,C12H21N5O3
HMDB28890,Histidinyl-Lysine,283.1644396,C12H21N5O3
HMDB28953,Lysyl-Histidine,283.1644396,C12H21N5O3
HMDB41845,Cadralazine,283.1644396,C12H21N5O3
HMDB28711,Arginyl-Histidine,311.1705876,C12H21N7O3
HMDB28879,Histidinyl-Arginine,311.1705876,C12H21N7O3
HMDB37898,25-Dibutyl-4-methyloxazole,195.1623143,C12H21NO
HMDB37899,5-Ethyl-2-hexyl-4-methyloxazole,195.1623143,C12H21NO
HMDB37900,4-Methyl-2-pentyl-5-propyloxazole,195.1623143,C12H21NO
HMDB37901,4-Ethyl-2-hexyl-5-methyloxazole,195.1623143,C12H21NO
HMDB37902,45-Dimethyl-2-heptyloxazole,195.1623143,C12H21NO
HMDB60703,1-Amino-3-hydroxymethyl-5-methyl-adamantane,195.1623143,C12H21NO
HMDB60738,3-Amino-1-hydroxy-57-dimethyl-adamantane,195.1623143,C12H21NO
HMDB02366,Tiglylcarnitine,243.1470582,C12H21NO4
HMDB01177,(S)-Succinyldihydrolipoamide,307.0911995,C12H21NO4S2
HMDB13130,Glutarylcarnitine,275.1368874,C12H21NO6
HMDB05034,Topiramate,339.0987873,C12H21NO8S
HMDB40829,N-(1-Deoxy-b-D-fructopyranosyl) (R)C(S)S-alliin,339.0987873,C12H21NO8S
HMDB36354,1-Pentenyl glucosinolate,387.0657727,C12H21NO9S2
HMDB38417,Glucobrassicanapin,387.0657727,C12H21NO9S2
HMDB40092,2-Heptyl-45-dimethylthiazole,211.1394704,C12H21NS
HMDB40113,4-Ethyl-2-heptylthiazole,211.1394704,C12H21NS
HMDB32537,trans-2-trans-4-Nonadiene,166.1721507,C12H22
HMDB34210,3-Nonyl-1H-pyrazole,194.1782987,C12H22N2
HMDB38385,Lentinic acid,482.0157277,C12H22N2O10S4
HMDB06834,D-Pantothenoyl-L-cysteine,322.1198571,C12H22N2O6S
HMDB30416,Avenic acid A,322.1376157,C12H22N2O8
HMDB33105,N2-Galacturonyl-L-lysine,322.1376157,C12H22N2O8
HMDB33106,N6-Galacturonyl-L-lysine,322.1376157,C12H22N2O8
HMDB13016,Neuromedin B (1-3),302.1590198,C12H22N4O5
HMDB38404,Glucoraphanin,436.040583,C12H22NO10S3
HMDB31020,2-Dodecenal,182.1670653,C12H22O
HMDB31102,(ZZ)-36-Dodecadien-1-ol,182.1670653,C12H22O
HMDB31341,Cyclododecanone,182.1670653,C12H22O
HMDB32279,2-Ethyl-133-trimethyl-2-norbornanol,182.1670653,C12H22O
HMDB32542,trans- and cis-248-Trimethyl-37-nona-dien-2-ol,182.1670653,C12H22O
HMDB36461,Geosmin,182.1670653,C12H22O
HMDB38972,(E)-2-Butyl-2-octenal,182.1670653,C12H22O
HMDB06590,2-O-a-L-Fucopyranosyl-galactose,326.1212969,C12H22O10
HMDB06701,3-O-a-L-Fucopyranosyl-D-glucose,326.1212969,C12H22O10
HMDB29523,Neohesperidose,326.1212969,C12H22O10
HMDB40154,6-O-b-D-Fructofuranosyl-2-deoxy-D-glucose,326.1212969,C12H22O10
HMDB00048,Melibiose,342.1162115,C12H22O11
HMDB00055,Cellobiose,342.1162115,C12H22O11
HMDB00163,D-Maltose,342.1162115,C12H22O11
HMDB00186,Alpha-Lactose,342.1162115,C12H22O11
HMDB00258,Sucrose,342.1162115,C12H22O11
HMDB00740,Lactulose,342.1162115,C12H22O11
HMDB00975,Trehalose,342.1162115,C12H22O11
HMDB02923,Isomaltose,342.1162115,C12H22O11
HMDB05826,Galactinol,342.1162115,C12H22O11
HMDB06603,3-b-Galactopyranosyl glucose,342.1162115,C12H22O11
HMDB06792,Epimelibiose,342.1162115,C12H22O11
HMDB11740,Turanose,342.1162115,C12H22O11
HMDB11742,Kojibiose,342.1162115,C12H22O11
HMDB29880,Neotrehalose,342.1162115,C12H22O11
HMDB29882,Sakebiose,342.1162115,C12H22O11
HMDB29898,Inulobiose,342.1162115,C12H22O11
HMDB29902,Galabiose,342.1162115,C12H22O11
HMDB29919,Maltulose,342.1162115,C12H22O11
HMDB29933,Mannobiose,342.1162115,C12H22O11
HMDB33368,DEAE-cellulose,342.1162115,C12H22O11
HMDB38489,Allolactose,342.1162115,C12H22O11
HMDB39237,Glucinol,342.1162115,C12H22O11
HMDB39727,Trehalulose,342.1162115,C12H22O11
HMDB39876,Fagopyritol A1,342.1162115,C12H22O11
HMDB41627,beta-Lactose,342.1162115,C12H22O11
HMDB60068,Glucose-13-mannose oligosaccharide,342.1162115,C12H22O11
HMDB00529,5-Dodecenoic acid,198.1619799,C12H22O2
HMDB10729,trans-Dodec-2-enoic acid,198.1619799,C12H22O2
HMDB29585,Methyl 10-undecenoate,198.1619799,C12H22O2
HMDB29763,Allyl nonanoate,198.1619799,C12H22O2
HMDB31683,xi-Dihydro-5-octyl-2(3H)-furanone,198.1619799,C12H22O2
HMDB32214,cis-4-Decenyl acetate,198.1619799,C12H22O2
HMDB32235,26-Dimethyl-5-heptenal propyleneglycol acetal,198.1619799,C12H22O2
HMDB32248,11-Dodecenoic acid,198.1619799,C12H22O2
HMDB33378,cis-3-Hexenyl hexanoate,198.1619799,C12H22O2
HMDB34160,(α)-Citronellyl acetate,198.1619799,C12H22O2
HMDB34844,Citronellyl acetate,198.1619799,C12H22O2
HMDB36182,55-Dibutyl-45-dihydro-2(3H)furanone,198.1619799,C12H22O2
HMDB37186,Rhodinyl acetate,198.1619799,C12H22O2
HMDB37305,Methyl 9-undecenoate,198.1619799,C12H22O2
HMDB37329,Ethyl 2-decenoate,198.1619799,C12H22O2
HMDB37498,1-Ethenylhexyl butanoate,198.1619799,C12H22O2
HMDB37742,xi-5-Dodecanolide,198.1619799,C12H22O2
HMDB37813,3-Heptyldihydro-5-methyl-2(3H)-furanone,198.1619799,C12H22O2
HMDB38081,2-Octenyl butyrate,198.1619799,C12H22O2
HMDB38269,Hexyl 2E-hexenoate,198.1619799,C12H22O2
HMDB38895,7-Hexyl-2-oxepanone,198.1619799,C12H22O2
HMDB38924,2-Hexenyl hexanoate,198.1619799,C12H22O2
HMDB39220,Ethyl 4-decenoate,198.1619799,C12H22O2
HMDB40158,Hexyl 2-methyl-3-pentenoate,198.1619799,C12H22O2
HMDB40163,Hexyl 2-methyl-4-pentenoate,198.1619799,C12H22O2
HMDB40361,11-Dimethoxy-37-dimethyl-26-octadiene,198.1619799,C12H22O2
HMDB41264,(α)-Menthyl acetate,198.1619799,C12H22O2
HMDB41449,[(37-Dimethyl-6-octenyl)oxy]acetaldehyde,198.1619799,C12H22O2
HMDB10727,3-Oxododecanoic acid,214.1568946,C12H22O3
HMDB37398,4-Acetoxy-2-hexyltetrahydrofuran,214.1568946,C12H22O3
HMDB00623,Dodecanedioic acid,230.1518092,C12H22O4
HMDB30143,Talaromycin A,230.1518092,C12H22O4
HMDB41613,Bis(1-methylethyl) hexanedioate,230.1518092,C12H22O4
HMDB41614,Dipropyl hexanedioate,230.1518092,C12H22O4
HMDB00413,3-Hydroxydodecanedioic acid,246.1467238,C12H22O5
HMDB31696,Dibutyl malate,246.1467238,C12H22O5
HMDB31897,Phaseolic acid,262.1416384,C12H22O6
HMDB31693,Ethyl (S)-3-hydroxybutyrate glucoside,294.1314677,C12H22O8
HMDB41448,Dicyclohexyl disulfide,230.1162921,C12H22S2
HMDB01117,4-Phosphopantothenoylcysteine,402.0861875,C12H23N2O9PS
HMDB39161,Syndesine,305.1586855,C12H23N3O6
HMDB06591,Lactosamine,341.132196,C12H23NO10
HMDB11668,6-(alpha-D-Glucosaminyl)-1D-myo-inositol,341.132196,C12H23NO10
HMDB34045,Glucocleomin,405.0763373,C12H23NO10S2
HMDB38413,2-Hydroxypentyl glucosinolate,405.0763373,C12H23NO10S2
HMDB59773,S-3-oxodecanoyl cysteamine,245.1449497,C12H23NO2S
HMDB06868,S-(2-Methylpropionyl)-dihydrolipoamide-E,277.1170204,C12H23NO2S2
HMDB13267,N-Decanoylglycine,229.1677936,C12H23NO3
HMDB00378,2-Methylbutyroylcarnitine,245.1627082,C12H23NO4
HMDB00688,Isovalerylcarnitine,245.1627082,C12H23NO4
HMDB13128,Valerylcarnitine,245.1627082,C12H23NO4
HMDB41993,Pivaloylcarnitine,245.1627082,C12H23NO4
HMDB37840,N-(1-Deoxy-1-fructosyl)leucine,293.1474521,C12H23NO7
HMDB39780,N-(1-Deoxy-1-fructosyl)isoleucine,293.1474521,C12H23NO7
HMDB41337,2-O-alpha-D-Galactopyranosyl-1-deoxynojirimycin,325.1372813,C12H23NO9
HMDB59718,Glucopyranosylmoranoline,325.1372813,C12H23NO9
HMDB38412,3-Methylbutyl glucosinolate,389.0814227,C12H23NO9S2
HMDB38414,Pentyl glucosinolate,389.0814227,C12H23NO9S2
HMDB38403,Glucoerucin,421.0534934,C12H23NO9S3
HMDB39082,Camelinin,261.1221057,C12H23NOS2
HMDB01124,Trehalose 6-phosphate,422.082542,C12H23O14P
HMDB06789,Lactose 6-phosphate,422.082542,C12H23O14P
HMDB32236,(+/-)-NN-Dimethyl menthyl succinamide,168.1878008,C12H24
HMDB59874,1-Dodecene,168.1878008,C12H24
HMDB28910,Isoleucyl-Isoleucine,244.1786926,C12H24N2O3
HMDB28911,Isoleucyl-Leucine,244.1786926,C12H24N2O3
HMDB28932,Leucyl-Isoleucine,244.1786926,C12H24N2O3
HMDB28933,Leucyl-Leucine,244.1786926,C12H24N2O3
HMDB14539,Carisoprodol,260.1736073,C12H24N2O4
HMDB34879,1-[(5-Amino-5-carboxypentyl)amino]-1-deoxyfructose,308.1583511,C12H24N2O7
HMDB00600,Galactosylhydroxylysine,324.1532658,C12H24N2O8
HMDB34554,Sakacin A,288.1797553,C12H24N4O4
HMDB41541,N2-Fructopyranosylarginine,336.1644991,C12H24N4O7
HMDB31019,2-Dodecanone,184.1827154,C12H24O
HMDB31734,2-Methylundecanal,184.1827154,C12H24O
HMDB32543,(+/-)-248-Trimethyl-7-nonen-2-ol,184.1827154,C12H24O
HMDB33933,Lauric aldehyde,184.1827154,C12H24O
HMDB02928,Maltitol,344.1318616,C12H24O11
HMDB06791,Melibiitol,344.1318616,C12H24O11
HMDB29911,1-O-alpha-D-Glucopyranosyl-D-mannitol,344.1318616,C12H24O11
HMDB40937,Lactitol,344.1318616,C12H24O11
HMDB00638,Dodecanoic acid,200.17763,C12H24O2
HMDB30998,Ethyl decanoate,200.17763,C12H24O2
HMDB32310,2-Heptyl butyrate,200.17763,C12H24O2
HMDB32440,Nonanal propyleneglycol acetal,200.17763,C12H24O2
HMDB33619,Hexyl hexanoate,200.17763,C12H24O2
HMDB34128,Isopropyl nonanoate,200.17763,C12H24O2
HMDB34136,Octyl butanoate,200.17763,C12H24O2
HMDB34137,Octyl 2-methylpropanoate,200.17763,C12H24O2
HMDB35410,(R)-Dihydrocitronellol acetate,200.17763,C12H24O2
HMDB36225,Pentyl heptanoate,200.17763,C12H24O2
HMDB40166,Decyl acetate,200.17763,C12H24O2
HMDB59868,Isobutyl octanoate,200.17763,C12H24O2
HMDB04249,Phosphatidylinositol-345-trisphosphate,643.9709685,C12H24O22P4
HMDB37766,3-Mercaptohexyl hexanoate,232.1497007,C12H24O2S
HMDB00387,3-Hydroxydodecanoic acid,216.1725446,C12H24O3
HMDB02059,12-Hydroxydodecanoic acid,216.1725446,C12H24O3
HMDB10728,(R)-3-Hydroxydodecanoic acid,216.1725446,C12H24O3
HMDB40169,xi-5-Hydroxydodecanoic acid,216.1725446,C12H24O3
HMDB31688,Hexyl glucoside,264.1572885,C12H24O6
HMDB28912,Isoleucyl-Lysine,259.1895917,C12H25N3O3
HMDB28934,Leucyl-Lysine,259.1895917,C12H25N3O3
HMDB28954,Lysyl-Isoleucine,259.1895917,C12H25N3O3
HMDB28955,Lysyl-Leucine,259.1895917,C12H25N3O3
HMDB28712,Arginyl-Isoleucine,287.1957397,C12H25N5O3
HMDB28713,Arginyl-Leucine,287.1957397,C12H25N5O3
HMDB28901,Isoleucyl-Arginine,287.1957397,C12H25N5O3
HMDB28923,Leucyl-Arginine,287.1957397,C12H25N5O3
HMDB13132,Hydroxyvalerylcarnitine,263.1732729,C12H25NO5
HMDB31444,N-Dodecane,170.2034508,C12H26
HMDB59888,2-Methylundecane,170.2034508,C12H26
HMDB28956,Lysyl-Lysine,274.2004907,C12H26N4O3
HMDB28714,Arginyl-Lysine,302.2066387,C12H26N6O3
HMDB28945,Lysyl-Arginine,302.2066387,C12H26N6O3
HMDB28703,Arginyl-Arginine,330.2127867,C12H26N8O3
HMDB13239,Heptanoylcholine,216.1963541,C12H26NO2
HMDB11626,Dodecanol,186.1983655,C12H26O
HMDB41288,2-Butyl-1-octanol,186.1983655,C12H26O
HMDB11739,Galactinol dihydrate,378.1373409,C12H26O13
HMDB32153,Acetaldehyde diisoamyl acetal,202.1932801,C12H26O2
HMDB37310,11-Dimethoxydecane,202.1932801,C12H26O2
HMDB40219,88-Dimethoxy-26-dimethyl-2-octanol,218.1881947,C12H26O3
HMDB01513,Dolichyl diphosphate,344.1153762,C12H26O7P2
HMDB01186,N1-Acetylspermine,244.2263115,C12H28N4O
HMDB31202,Solamine,215.2361479,C12H29N3
HMDB15617,Sodium stibogluconate,905.9186014,C12H35Na3O26Sb2
HMDB37546,22'344'5'6-Heptabromodiphenyl ether,715.4467532,C12H3Br7O
HMDB37515,Hexabromodiphenyl ethers,637.5362406,C12H4Br6O
HMDB37525,22'44'55'-Hexabromodiphenyl ether,637.5362406,C12H4Br6O
HMDB37526,22'44'56'-Hexabromodiphenyl ether,637.5362406,C12H4Br6O
HMDB37516,Pentabromodiphenyl ethers,559.625728,C12H5Br5O
HMDB37532,135-Tribromo-2-(24-dibromophenoxy)benzene,559.625728,C12H5Br5O
